Date, Open, High, Low,Close, Volume
04/21/21,38.6,39.25,38.5,39,9418500
04/20/21,38.2,38.9,38,38.4,5128500
04/19/21,38,38.4,37.8,38,2238300
04/16/21,38.15,38.55,38.15,38.4,5569200
04/15/21,37.35,38.45,37.35,38.15,7139700
04/14/21,37,37.5,36.7,37.1,7655200
04/13/21,36.5,37,36.5,36.65,8410100
04/12/21,36.3,37,36.3,36.55,3348200
04/09/21,36.25,36.4,36,36.3,8004600
04/08/21,36.25,36.7,36,36.15,10535500
04/07/21,36.95,37,36.5,36.8,17077301
04/06/21,37.05,37.05,36.4,36.75,2456300
04/01/21,36.5,37.3,36.15,37.05,7286500
03/31/21,37.25,37.25,35.8,36.25,14718400
03/30/21,37.7,38,36.95,37.35,16954900
03/29/21,38,38.45,37.4,37.6,8527800
03/26/21,38.5,39,38.5,38.75,3904500
03/25/21,39.5,39.95,38.9,39.5,2262900
03/24/21,39.75,39.75,39,39.45,8307800
03/23/21,39.05,39.5,39.05,39.45,8991700
03/22/21,38.7,39.25,38.5,38.9,7901600
03/19/21,38.25,39,38.2,38.6,3192500
03/18/21,37.65,38.4,37.6,38.1,1857800
03/17/21,37.5,38,37.4,37.55,232900
03/16/21,37.4,38,37,37.4,8374200
03/15/21,37.1,37.5,37.05,37.35,7024800
03/12/21,37.5,37.5,36.75,37.1,3094100
03/11/21,37.7,38.1,36.95,37.55,9576300
03/10/21,36.3,38.5,36.3,37.55,15450500
03/09/21,36,36.9,35.5,36.15,7272100
03/08/21,37.7,37.7,35.5,35.9,8741900
03/05/21,37.45,38,37,37.3,2917100
03/04/21,38,38,37.05,37.85,11565600
03/03/21,38.7,38.95,37.5,38,1498800
03/02/21,38.55,38.75,38,38.6,10457400
03/01/21,38.5,39,38.1,38.7,5745000
02/26/21,38.9,39,38.1,38.75,4880400
02/25/21,38.9,39,38.7,39,5449000
02/24/21,38.8,39,38.55,39,9979400
02/23/21,38.55,39.25,38.55,39,21385900
02/22/21,39,39.05,38,38.9,12603100
02/19/21,38.5,38.95,38.45,38.75,7395700
02/18/21,38.55,38.9,38.1,38.45,2235000
02/17/21,38.6,38.9,38.35,38.75,7737700
02/16/21,39,39,38.25,38.5,5197800
02/15/21,39.25,39.25,38.55,39.05,6090000
02/12/21,37.85,39,37.8,38.35,2847000
02/11/21,36.65,38,36.65,37.8,3948700
02/10/21,36.6,36.85,36,36.4,2833100
02/09/21,36,37,36,36.6,8129600
02/08/21,35.75,36.25,35.75,35.95,2542000
02/05/21,36.95,37,35.75,36.2,226400
02/04/21,36.2,37.2,36.2,36.85,18668801
02/03/21,35.5,36.95,35.5,36.45,3181300
02/02/21,35.5,35.8,35.05,35.55,10443600
02/01/21,35.8,35.85,34.95,35.15,10614000
01/29/21,36.25,36.25,35.5,35.85,3596400
01/28/21,36.5,36.5,35.5,36.2,4469900
01/27/21,36.4,36.5,36.2,36.4,14316900
01/26/21,36.3,37,36.15,36.55,2089800
01/25/21,35.5,36.75,35.5,36.45,10100000
01/22/21,35.5,36,35,35.55,3037000
01/21/21,35.6,35.9,34.95,35.3,3976400
01/20/21,36.25,36.35,35.05,35.85,4645200
01/19/21,36.3,36.5,36.2,36.4,3441900
01/18/21,36.5,36.5,36,36.35,8334900
01/15/21,36.6,36.6,36.25,36.55,13225100
01/14/21,35,37,35,36.5,8378100
01/13/21,35,35.25,35,35.1,2770000
01/12/21,34.5,35.05,34.25,34.9,7783600
01/11/21,34.5,35,34.5,34.95,3905300
01/08/21,35,35,34.75,35,4857800
01/07/21,35,35.05,34.6,34.95,2094700
01/06/21,35,35.05,34.5,35,7923000
01/05/21,34.3,35,34.1,34.4,7743600
01/04/21,34,34.5,34,34.25,3591000
12/31/20,34.25,34.5,34.15,34.25,1342600
12/30/20,34.4,34.4,33.95,34,4020000
12/29/20,34,34.25,33.9,34.05,898300
12/28/20,34,34.2,33.85,34.1,1832100
12/24/20,33.85,34.1,33.85,34,3088500
12/23/20,34,34.1,33.5,34,3049800
12/22/20,33.5,34.05,33.2,33.85,4497100
12/21/20,33,33.8,33,33.3,1363900
12/18/20,33,33.95,32.75,33.55,4546800
12/17/20,32.8,33.5,32.5,32.9,5216400
12/16/20,32.75,33,32.5,32.8,6442300
12/15/20,33,33.25,32.75,33.05,6861000
12/14/20,32.8,33.5,32.7,33.15,2534600
12/11/20,32.8,33,32.1,32.95,4205400
12/10/20,32.6,32.95,31.8,32.65,23692900
12/09/20,32.8,33,32.55,32.95,9002200
12/08/20,33.05,33.1,32.7,33,4133600
12/07/20,33,33.5,32.5,33,1243900
12/04/20,33.1,33.75,32.35,33.5,24609699
12/03/20,32.95,33.1,32.5,33,22937000
12/02/20,32.5,33,32.3,32.95,13888800
12/01/20,32.7,33,32.05,32.3,10666600
11/30/20,32,33.45,32,32.7,23703801
11/27/20,32.2,32.2,31.75,31.9,3907100
11/26/20,32,32.15,31.75,32,2954800
11/25/20,32,32.3,31.75,32,5307500
11/24/20,32,32.1,31.5,31.7,3455300
11/23/20,31.95,32,31.5,32,2236900
11/20/20,31.5,32.2,31,32,19617600
11/19/20,32,32,31.3,31.45,1060600
11/18/20,32,32,31.7,31.95,3010300
11/17/20,32,32.1,31.5,32.05,4834700
11/16/20,31.7,32.35,31.5,32.1,2511300
11/13/20,30.85,32,30.85,31.8,3265800
11/12/20,32,32.5,31.5,31.7,10734800
11/11/20,30.5,32.5,30.3,31.8,8444700
11/10/20,31,31.35,30.8,30.95,6330700
11/09/20,31.25,31.3,30,30.75,2275300
11/06/20,31,31.5,31,31.3,3200800
11/05/20,31.1,31.3,31,31.25,5517900
11/04/20,31.25,31.25,30.3,31.15,9494900
11/03/20,30.85,31.7,30.7,31.25,15696300
11/02/20,31.2,31.6,31,31.25,7894900
10/30/20,30.3,31.15,30.1,30.85,6717400
10/29/20,30.5,30.8,30.1,30.5,4669400
10/28/20,30.8,30.8,30.5,30.6,5808600
10/27/20,30.55,30.8,30.5,30.6,5362700
10/26/20,30.5,30.95,30.1,30.5,666900
10/23/20,30.65,31.2,30.5,30.95,13401700
10/22/20,30.25,31,30.25,30.65,1423800
10/21/20,30.1,30.55,30.1,30.25,6682400
10/19/20,30.1,30.2,30.05,30.1,2050100
10/16/20,30,30.2,30,30.1,2402400
10/15/20,30,30.1,30,30.05,102800
10/14/20,30.15,30.45,30,30.1,12379000
10/13/20,30,30.5,30,30.15,3837600
10/12/20,30.05,30.1,30,30.05,3140000
10/09/20,30.05,30.2,30,30.1,5908500
10/08/20,30.15,30.5,30,30.05,6302700
10/07/20,30,30.6,30,30.5,3276800
10/06/20,30,30.15,29.9,29.95,5086100
10/05/20,29.9,30.05,29.7,30,1100500
10/02/20,30,30.15,29.8,30,4287500
10/01/20,30,30.05,29.7,29.8,1949700
09/30/20,29.95,30.25,29.7,29.7,16260700
09/29/20,29.55,30,29.5,29.8,1216000
09/28/20,30,30.05,29.5,29.8,5393200
09/25/20,30,30.05,29.5,30.05,12093900
09/24/20,29.1,30.1,29.1,30,10557800
09/23/20,30.05,30.4,29.35,30,13820000
09/22/20,29.9,30.4,29.5,30.05,9994800
09/21/20,30,30,29.3,29.9,1425100
09/18/20,29.2,30,29,30,5894100
09/17/20,30,30.15,29.5,30,115836305
09/16/20,30,30.5,29.8,30.1,13625100
09/15/20,29.9,30.25,29.9,30.15,5077200
09/14/20,30,30,29.3,29.95,378400
09/11/20,29.3,30.15,29.3,30.05,6191200
09/10/20,30,30,29.2,29.95,28936699
09/09/20,29.05,29.5,28.55,29.05,1831200
09/08/20,29,29.2,28.75,29,1652300
09/07/20,29.2,29.5,29.05,29.05,12957200
09/04/20,30,30.3,29.3,29.6,3278800
09/03/20,30,30.1,29.5,30.05,3234000
09/02/20,29.9,30.05,29.5,30,25815000
09/01/20,29.95,29.95,29.5,29.9,2291000
08/31/20,29.75,30,29.5,29.9,25963400
08/28/20,29.6,30.1,29.3,29.85,11730700
08/27/20,29,29.95,29,29.45,10409900
08/26/20,28.75,29.25,28.55,29,7522200
08/25/20,28,28.95,28,28.65,17696199
08/24/20,28.4,28.45,28,28.2,4173300
08/21/20,28.1,28.4,28.05,28.2,11654400
08/20/20,28.2,28.2,28,28.05,1874100
08/19/20,28,28.2,27.8,28,3095400
08/18/20,28,28.5,27.85,28,5918400
08/17/20,28,28.5,28,28.4,2813300
08/14/20,27.55,28.2,27.5,27.7,5272400
08/13/20,28,28.2,27.55,27.85,502400
08/12/20,27.5,28,27.3,27.95,4507100
08/11/20,27.5,28,27,27.5,2276700
08/10/20,27.8,27.8,27.05,27.5,16156200
08/07/20,27.5,27.9,27.5,27.7,2152000
08/06/20,26.4,28,26.4,27.4,2125400
08/05/20,26.5,26.5,25.95,26.15,22651600
08/04/20,26.9,27,26.1,26.4,23895400
08/03/20,27.5,27.5,26.8,26.85,30994801
07/30/20,28.35,28.6,28,28.15,11145000
07/29/20,28.3,28.95,28.2,28.3,2254600
07/28/20,29,29,28,28.3,3034900
07/27/20,28.2,29.95,28.2,29.35,6186700
07/24/20,27.85,28.8,27.85,28.1,2485900
07/23/20,27,28.4,26.9,27.5,7197400
07/22/20,26.95,27.35,26.5,26.85,21409801
07/21/20,27.2,27.2,26.45,26.7,31735500
07/20/20,27,27.3,26.8,27,6843000
07/17/20,27,27.25,26.9,27,10761300
07/16/20,27,27.45,26.95,27,16679100
07/15/20,27,27.5,26.75,26.95,24455199
07/14/20,28.4,28.4,26.75,26.95,19231100
07/13/20,27.5,28.4,27.4,27.5,4798600
07/10/20,27.95,27.95,27.4,27.5,12790700
07/09/20,28,28,27.25,27.5,30032301
07/08/20,28.5,28.5,27.8,28,18685801
07/07/20,30,30,27.9,28.1,22419900
07/06/20,30,30.2,28.9,29.1,9154500
07/03/20,29,30,29,29.65,943900
07/02/20,28.95,29.5,28.8,29,3283300
07/01/20,29,29,28.65,28.7,11597800
06/30/20,29,29,28.6,28.65,8318800
06/29/20,29,29.5,28.8,28.9,3342400
06/26/20,28.5,29.4,28.25,28.5,8949200
06/25/20,29,29.4,28.2,28.3,18558801
06/24/20,29,29.9,28.35,28.65,20739801
06/23/20,30,30,29,29.45,2414400
06/22/20,30.95,30.95,29.5,30.2,898900
06/19/20,30.95,31,30.8,30.9,11886300
06/18/20,31,31,30.7,30.95,9443700
06/17/20,30.9,31,30.65,30.95,5444600
06/16/20,30.55,31,30.55,30.95,8473800
06/15/20,31,31,30.25,30.45,13444800
06/12/20,30.4,30.65,30,30.45,21340699
06/11/20,30.1,30.95,29.85,30.45,3451800
06/10/20,29.9,30.2,29.65,29.95,17746500
06/09/20,30,30,29.3,29.65,6873400
06/08/20,29.5,30,29.3,29.9,14866900
06/05/20,29.7,29.75,29.05,29.5,8197400
06/04/20,29.5,30,29.3,29.6,6359200
06/03/20,29,29.95,28.7,29.1,6216700
06/02/20,28.6,29,28.2,28.75,13297400
05/29/20,28.85,29.5,28.1,28.55,7418000
05/28/20,28.5,28.6,27.9,28.05,8063900
05/27/20,29.3,29.3,28.5,28.65,5680400
05/26/20,29.3,29.35,28.9,29,6702500
05/22/20,28.9,29.5,28.9,29.35,6058400
05/21/20,29,29,28.7,28.8,4493700
05/20/20,28.9,29.2,28.9,29,3729400
05/19/20,29.5,29.5,29,29.2,8828400
05/18/20,28.6,29,27.85,28.9,2052300
05/15/20,27.2,28.5,27.05,27.65,13420000
05/14/20,27.8,28,26.9,27.1,4747600
05/13/20,28.5,28.5,27.5,27.8,10501800
05/12/20,29,29,27.9,28,24178699
05/11/20,29,29,28,28.3,7687100
05/08/20,30,30,27.95,28.35,8408400
05/07/20,30.45,30.45,28.5,28.9,6657900
05/06/20,30.15,30.95,30,30.45,13225200
05/05/20,29.7,30.4,29.5,29.95,8285100
05/04/20,29,29.75,28.5,29.5,15931500
04/30/20,29,29,27.85,28.5,9712700
04/29/20,28,29.4,28,29,2936400
04/28/20,28,28,27.6,27.7,5842300
04/27/20,27.9,28,27.45,27.55,6878900
04/24/20,28.5,28.5,27.2,27.55,9768500
04/23/20,29.45,29.45,28,28.2,5791100
04/22/20,28,29.5,27.55,27.95,10969800
04/21/20,29,29,28,28.4,19408900
04/20/20,28.5,28.75,28,28.5,7590700
04/17/20,27.45,28.5,27.4,28,13712200
04/16/20,27.8,27.8,27,27.4,2906700
04/15/20,28,28,26.6,27.45,9881000
04/14/20,26.35,28,26.3,27.05,10513800
04/09/20,28,28,26,26.35,10166000
04/08/20,26.8,26.8,26,26.2,13279600
04/07/20,27.5,27.5,26.7,26.8,15545200
04/06/20,28.45,28.5,26.9,27.55,14371000
04/03/20,28.95,29.5,27.9,28.75,16762100
04/02/20,26.95,29,26.95,28.25,9152600
04/01/20,26.95,27,26.7,26.9,9821800
03/31/20,27.5,27.5,26.05,26.45,16084600
03/30/20,26.25,26.5,26,26,4439600
03/27/20,25,26.25,25,25.35,14913700
03/26/20,25,25.05,24.6,24.65,13626300
03/25/20,24.5,24.8,24,24.5,9737200
03/24/20,25,25,24.35,24.45,7508200
03/23/20,25.5,25.5,24,24.6,14714000
03/20/20,26,26,25.35,25.4,12077400
03/19/20,25.8,26,25.35,25.4,13759300
03/18/20,25.5,25.8,25.3,25.35,20856301
03/17/20,24.55,26.5,24.55,25.1,11561900
03/16/20,24.95,25,24,24.45,44232801
03/13/20,26.05,26.5,23.5,24.35,29945801
03/12/20,27.5,27.5,25.35,25.75,38181102
03/11/20,27.8,28.5,27.7,27.85,12535900
03/10/20,27.35,28.6,27.15,27.75,21310199
03/09/20,29.5,29.5,26.55,27.35,28108801
03/06/20,29.5,29.6,29.4,29.5,11035900
03/05/20,29.45,29.85,29,29.55,545600
03/04/20,28.9,29.45,28.9,29.1,20095199
03/03/20,28.5,29,28.5,28.85,24017699
03/02/20,27.8,29.5,27.75,28.1,13306000
02/28/20,28,28.2,27.75,27.9,13289800
02/27/20,29,29,28.05,28.1,19384301
02/26/20,29.35,29.5,27.95,28.2,5608400
02/25/20,29.8,29.8,29.4,29.75,7892300
02/24/20,29.95,30,29,29.9,4927000
02/21/20,29.95,30.1,29.85,29.9,10657300
02/20/20,30,30.2,29.9,29.95,14572700
02/19/20,30.5,30.5,29.8,29.95,13930100
02/18/20,31,31,30,30.5,3515900
02/17/20,31,31.5,30.85,30.9,16785199
02/14/20,31.5,31.5,30.75,31,16785199
02/13/20,32,32.05,31.05,31.5,13315500
02/12/20,32.7,32.7,31.75,32.5,12104100
02/10/20,32.8,32.85,31.55,32.65,2363900
02/07/20,33,33,32.8,32.9,18309100
02/06/20,31.05,33.3,31.05,32.8,9321100
02/05/20,31.25,32.1,31,31.55,3136700
02/04/20,31.3,31.5,30.8,30.95,10786500
02/03/20,30.5,31,30.3,30.8,1097900
01/31/20,30.3,30.7,30.15,30.45,3359100
01/30/20,30.7,30.8,30.05,30.6,4690800
01/29/20,30,30.5,29.9,30.05,13109900
01/28/20,30.5,30.5,29.75,29.95,1572800
01/27/20,31.5,31.5,30,30.7,3957800
01/24/20,32,32,31.2,31.3,7263900
01/23/20,31.45,32,31.3,31.55,11800200
01/22/20,31.55,31.75,31.3,31.5,8157000
01/21/20,31.6,32.3,31.3,31.55,1298900
01/20/20,32,32.3,31.2,31.55,2710900
01/17/20,32,32,31,31.5,8722400
01/16/20,32,32.3,31.5,32,12749500
01/15/20,32.85,32.85,31.5,32,8751100
01/14/20,32,32.85,32,32.75,5840900
01/13/20,33,33,32.5,32.7,10670300
01/10/20,32.8,33.4,32.5,32.8,4937700
01/09/20,32,33.5,31.7,32.8,4160400
01/08/20,31.2,32.5,31.2,31.85,3474800
01/07/20,31.55,31.7,31.3,31.55,7754500
01/06/20,31.7,31.7,31.05,31.5,1901800
01/03/20,31.6,31.8,31,31.55,905000
01/02/20,31.6,31.6,31,31.3,349300
12/31/19,31.45,31.6,31,31.5,6325600
12/30/19,31.5,31.5,30,31.35,5297600
12/27/19,31.5,32,31,31.45,938900
12/24/19,31.5,32,30.3,31.7,3069600
12/23/19,30.5,32,30,31.65,7618600
12/20/19,30.6,31.5,30.6,31.3,36521699
12/19/19,30.5,31.1,30.2,30.9,4872100
12/18/19,30,30.5,29.55,30.2,5334700
12/17/19,30,30.1,29.5,30,20994900
12/16/19,30.25,30.3,29.8,30.05,4849500
12/13/19,30.15,30.5,30,30.3,14786600
12/11/19,30.1,30.6,30,30.25,3516300
12/10/19,30,30.25,29.8,30.15,15072100
12/09/19,29.75,30.25,29.6,30.1,8824300
12/06/19,29.75,30.25,29.45,30,5925100
12/05/19,29.5,30,29.4,29.45,13172100
12/04/19,29.05,29.5,29,29.4,5233400
12/03/19,29.45,29.75,29.15,29.5,5820700
12/02/19,29.25,29.8,29,29.4,3394400
11/29/19,29,29.95,29,29.25,14903000
11/28/19,28.9,29.1,28.45,28.95,3807600
11/27/19,28.75,29,28.7,28.9,4305900
11/26/19,28.5,29,28.5,28.85,2350000
11/25/19,28.1,29,28,28.9,3344500
11/22/19,28.45,29,28.1,28.45,13372900
11/21/19,28.95,28.95,28.25,28.5,10719600
11/20/19,29.5,29.5,28.55,28.6,1199500
11/19/19,28.7,29,28.25,28.55,2837400
11/18/19,29.95,29.95,28.4,28.55,4032800
11/15/19,29.95,29.95,28.6,28.75,7555600
11/14/19,30,30,29,29.95,9540500
11/13/19,29,30,28.7,29.3,2181600
11/12/19,29.85,29.85,28.65,29,15141600
11/11/19,29.85,29.85,28,29.4,3247300
11/08/19,30.5,30.5,29.8,30,5180600
11/07/19,30.95,31.5,30.8,31.2,10563700
11/06/19,30.5,31.25,30.5,30.7,40264801
11/05/19,30.5,30.55,30.4,30.5,6699600
11/04/19,29.8,30.6,29.8,30.4,8531600
11/01/19,29.8,30.95,29.8,30.3,7080600
10/31/19,28.9,29.85,28.9,29.75,23205301
10/30/19,28.85,29.6,28.85,29.25,22245100
10/29/19,28.8,29,28.8,28.9,4306200
10/28/19,28.8,28.95,28.8,28.85,2595300
10/25/19,28.5,28.9,28.5,28.7,24186000
10/24/19,28.4,28.75,28.4,28.6,3019500
10/23/19,28.25,28.55,28.25,28.5,3795000
10/22/19,28.45,28.55,27.8,28.45,16056000
