Date, Open, High, Low,Close, Volume
08/11/23,16,16.3,16,16.05,5178900
08/10/23,16.6,16.6,16,16.15,1236200
08/09/23,16.5,16.5,16.1,16.35,308100
08/08/23,16.95,16.95,16,16.4,4449000
08/07/23,17,17,16.65,16.75,599700
08/04/23,17,17,16.75,16.8,597400
08/03/23,16.85,16.9,16.7,16.8,1753000
08/02/23,17.5,17.5,16.75,16.9,946700
08/01/23,16.6,17.6,16.6,17.35,3925500
07/31/23,17,17.3,16.6,16.9,558800
07/28/23,17.5,17.7,16.5,16.6,208485906
07/27/23,17,17.7,16.55,17.25,784600
07/26/23,16.5,16.5,16,16.15,6423200
07/25/23,17.5,17.7,16.5,16.8,8347100
07/24/23,18,18.05,17.6,17.85,941600
07/21/23,18.1,18.1,17.85,18,970100
07/20/23,18.2,18.2,18,18.05,3894900
07/19/23,18.1,18.55,18,18.15,1425600
07/18/23,19.4,19.4,18,18.55,4618000
07/17/23,19.2,19.5,19,19.3,314300
07/14/23,19.4,19.5,19,19.2,930500
07/13/23,19.65,19.65,19.3,19.4,437100
07/12/23,19.8,19.8,19.4,19.7,5111900
07/11/23,20,20,19.4,19.7,4534200
07/10/23,19.2,20,19,19.55,2819500
07/07/23,18.5,19.2,18.2,18.9,3157600
07/06/23,17.8,18.45,17.6,17.85,18260100
07/05/23,17.9,17.9,17.6,17.7,2346400
07/04/23,18,18,17.6,17.8,15905700
07/03/23,17.6,18,17.6,17.75,467500
06/30/23,17.5,17.6,17.4,17.5,1626500
06/29/23,17.5,17.6,17.2,17.45,329700
06/27/23,17.8,17.8,17.2,17.4,867000
06/26/23,17.8,17.8,17.45,17.5,8518700
06/23/23,17.75,17.8,17.4,17.5,9481100
06/22/23,17,17.8,17,17.45,4990500
06/21/23,16.4,17,16.4,16.8,2504300
06/20/23,16.1,16.5,15.9,16.25,1425100
06/19/23,15.5,16.3,15.45,16.05,477200
06/16/23,14.95,15.45,14.75,14.9,13905700
06/15/23,15.6,15.8,14.75,14.85,2369800
06/14/23,15.8,15.8,14.75,14.95,3786800
06/13/23,16,16,14.9,15.05,8512100
06/12/23,16.8,16.8,15.45,15.75,5374200
06/09/23,16.85,16.85,16.45,16.6,568400
06/08/23,16.95,16.95,16.5,16.7,1734900
06/07/23,17,17,16.85,16.95,1410600
06/06/23,17.2,17.2,16.9,17,3968700
06/05/23,17.25,17.25,16.75,16.95,2200300
06/02/23,17.25,17.25,16.7,16.95,10047000
05/31/23,16,17.3,16,16.6,10822100
05/30/23,15.7,16.75,15.3,15.9,15838100
05/29/23,15,15.65,14.95,15.25,444100
05/26/23,15.3,15.3,14.95,15.05,12117800
05/25/23,15.35,15.35,15,15.05,22905400
05/24/23,15.35,15.35,15,15.25,8640900
05/23/23,15.45,15.45,14.95,15.3,2738400
05/22/23,15.45,15.45,14.9,15.05,2271800
05/19/23,15.5,15.5,14.8,15,2100500
05/18/23,16,16.5,14.45,14.85,7282500
05/17/23,15.7,15.7,15.2,15.5,18171801
05/16/23,14.1,14.3,14.1,14.3,1219300
05/15/23,13.25,14.5,12.7,13,22757400
05/12/23,14.75,14.75,13.25,13.25,41634500
05/11/23,15.7,15.7,14,14.7,18694699
05/10/23,15.7,15.7,14.9,15.3,6690300
05/09/23,16,16,15.25,15.6,3955000
05/08/23,16,16,15.7,15.95,573100
05/05/23,16.2,16.2,15.65,15.75,6391900
05/04/23,16.5,16.5,15.95,16.25,16373300
05/03/23,16.7,16.7,15.95,16.05,12831200
05/02/23,16.5,16.8,16.45,16.5,937800
04/28/23,16.8,16.8,16.35,16.5,10408200
04/27/23,16.8,16.8,16.6,16.7,616200
04/26/23,17,17,16.55,16.7,1559200
04/25/23,16.7,17,16.45,16.5,13043100
04/24/23,16.8,16.8,16.55,16.7,802400
04/20/23,17,17.5,16.4,16.5,8316600
04/19/23,17.4,17.4,16.65,16.7,4827100
04/18/23,17.1,17.5,16.75,16.85,2256100
04/17/23,17.7,17.7,16.8,17.05,3459200
04/14/23,18,18,17.5,17.8,2620100
04/13/23,18.35,18.4,17.25,17.85,2163500
04/12/23,18.6,19,18.2,18.35,2908300
04/11/23,18.5,19.3,18.35,18.45,5052300
04/06/23,18.75,19.45,18.25,18.6,4375000
04/05/23,18.2,18.5,18,18.05,24080000
04/04/23,19,19,17.95,18,14295800
04/03/23,19,19,18.1,18.15,3428600
03/31/23,18,18.5,18,18.1,1704000
03/30/23,18.2,18.5,17.8,18,15186300
03/29/23,18.85,18.85,18,18.5,10100200
03/28/23,18.9,18.9,18.4,18.5,5636200
03/27/23,18.9,19,18.75,18.85,2344800
03/24/23,19.4,19.4,18.5,18.9,29109400
03/23/23,19,19.4,18.55,19,8703800
03/22/23,19,20,18.95,19.1,5680900
03/21/23,18,19.7,18,18.95,37107398
03/20/23,17.3,17.95,17,17.95,15620600
03/17/23,17,17.25,16.05,16.35,78127906
03/16/23,18,18,16.45,17,39533699
03/15/23,19.1,19.1,17.75,18,16825500
03/14/23,19.5,19.85,18.9,19.1,3589700
03/13/23,20.65,20.8,19.3,19.6,3227200
03/10/23,21,21,20,20.6,1442700
03/09/23,21,21.5,20.85,20.95,14873900
03/08/23,22,22,20.85,20.95,28703400
03/07/23,23,23,22,22.55,2794600
03/06/23,23.6,23.6,22.8,23,4611000
03/03/23,23.6,23.6,23,23.45,404700
03/02/23,23.5,23.6,23,23.5,2949200
03/01/23,23.5,23.55,23,23.35,2096800
02/28/23,23.1,23.5,23.05,23.3,3743300
02/27/23,23.5,23.5,22.9,23,8930200
02/24/23,23.5,23.5,23.2,23.35,590100
02/23/23,23.6,23.6,23.25,23.4,970100
02/22/23,23.5,23.6,23.2,23.5,11200400
02/21/23,23,23.6,23,23.45,1567800
02/20/23,23.5,23.65,23.2,23.5,771800
02/17/23,23.65,23.7,23.5,23.65,205400
02/16/23,23.7,23.7,23.5,23.6,15340000
02/15/23,23.7,23.7,23.5,23.7,3483300
02/14/23,23.85,23.9,23.5,23.7,1185600
02/13/23,24,24,23.55,23.75,390100
02/10/23,24,24,23.6,23.9,4673200
02/09/23,24.3,24.3,23.95,24.1,1112900
02/08/23,24,24.3,23.7,24,1128700
02/07/23,24.45,24.5,23.5,24,3603800
02/06/23,24.5,24.95,24.25,24.45,9459700
02/03/23,24.25,24.8,24.1,24.5,1746900
02/02/23,24.1,24.25,23.75,24,2086300
02/01/23,23.9,24.45,23.05,24,7298100
01/31/23,23.2,23.6,23,23.4,1940200
01/30/23,23.65,24,23,23.05,847500
01/27/23,23.5,23.5,23,23.25,622600
01/26/23,23.95,23.95,23,23.25,1304000
01/25/23,23.2,24.95,23,23.55,12920300
01/24/23,23,23.5,22.85,23.05,8077900
01/23/23,22.95,23,22.5,23,2274700
01/20/23,21.8,23.65,21.8,22.55,2449000
01/19/23,21,22.05,21,21.75,107510305
01/18/23,21,21.5,20.5,20.6,57134500
01/17/23,21.5,21.5,20.5,21.1,4056800
01/16/23,22,22,21,21.55,1927800
01/13/23,22.15,22.35,21.5,22,2403000
01/12/23,22.5,22.5,22.15,22.25,3003600
01/11/23,22.85,22.85,22.5,22.65,689700
01/10/23,23.5,23.5,22.8,22.95,5557600
01/09/23,23.5,23.9,23.15,23.35,3736500
01/06/23,23.9,23.9,23.4,23.5,2024400
01/05/23,24,24,23.8,23.9,279300
01/04/23,24,24,23.8,23.9,1882800
01/03/23,24.15,24.4,24,24.05,575900
12/30/22,24,24.5,24,24.15,13959200
12/29/22,24.5,24.5,23.9,24,3306100
12/28/22,24.7,24.7,24.3,24.45,153100
12/23/22,24.75,24.8,24.3,24.6,624400
12/22/22,25,25,24.5,24.7,1202000
12/21/22,25,25,24.5,24.75,2791700
12/20/22,25,25,24.6,24.8,901200
12/19/22,25,25,24.8,24.9,264400
12/16/22,25,25.3,24.75,24.95,4606000
12/15/22,25.1,25.1,24.55,24.8,2925800
12/14/22,24.65,25.1,24.65,25,1645100
12/13/22,24.5,25,24.5,24.9,876500
12/09/22,24.2,25,24.1,24.3,1258500
12/08/22,24.5,24.5,24.05,24.1,6624500
12/07/22,24.35,25,23.9,24.1,3595800
12/06/22,24,24.4,23.5,23.85,2657200
12/05/22,24.5,24.5,23,23.65,3762700
12/02/22,24.5,24.5,24.2,24.35,5275400
12/01/22,24.8,24.8,24.4,24.5,323600
11/30/22,24.35,24.7,24.2,24.35,3735200
11/29/22,24.7,24.8,24.25,24.45,2798100
11/28/22,24.65,25,24.45,24.7,678800
11/25/22,24.8,24.95,24.5,24.65,499100
11/24/22,24.9,25,24.4,24.85,1180300
11/23/22,25.35,25.35,24.8,25,4009000
11/22/22,25.6,25.6,24.85,25,1515000
11/21/22,25.05,25.6,25,25.35,5305700
11/18/22,25.5,25.5,25.05,25.25,12424900
11/17/22,25.5,25.5,25.05,25.25,5792100
11/16/22,25.2,25.5,25.05,25.25,20419500
11/15/22,25.4,25.45,25,25.05,8613200
11/14/22,25.35,26,24.9,25.1,2129000
11/11/22,25.6,26,24.95,25.25,7744500
11/10/22,25.4,26,25.3,25.5,4195400
11/09/22,25.4,25.6,25.05,25.15,1825300
11/08/22,25,25.5,24.95,25,5075700
11/07/22,25,25.1,24.55,24.95,443100
11/04/22,24.8,25,24.5,24.8,7198300
11/03/22,24.7,25,24.5,24.8,1566400
11/02/22,25.05,25.1,24.4,24.8,2707000
11/01/22,25,25.1,24.95,25,12664700
10/31/22,25.5,25.5,24.8,25.1,2762400
10/28/22,25.5,25.5,24.6,24.85,5331000
10/27/22,25.4,25.5,25,25.3,184300
10/26/22,24.5,25.25,24.5,24.95,3942600
10/25/22,24.35,25,24.25,24.4,1719200
10/24/22,25.5,25.5,24.35,24.55,687200
10/21/22,25.45,25.5,24.55,24.95,2163100
10/19/22,25.5,25.5,25.25,25.45,865100
10/18/22,25.5,25.5,25.3,25.5,1322500
10/17/22,25.5,25.5,25.25,25.5,884700
10/14/22,25.95,26,25.15,25.55,555000
10/13/22,25.95,26,25.25,25.85,3895200
10/12/22,26,26.7,25.25,26.35,12788300
10/11/22,25.5,26.5,25.5,25.95,9481300
10/07/22,24.5,26,24,24.75,20918000
10/06/22,24,24.3,23.6,23.65,40335301
10/05/22,24.35,24.45,23.65,23.7,10551300
10/04/22,25,25,23.9,24.45,10379300
10/03/22,24.8,24.8,24.5,24.75,591400
09/30/22,25.05,25.05,24.85,24.95,4541600
09/29/22,26,26,24.7,25.15,2863700
09/28/22,26.5,26.5,25.75,25.95,3706500
09/27/22,26.95,26.95,25.95,26.25,4702900
09/26/22,27.5,27.95,26.2,27.05,7178600
09/23/22,28,28,26.8,27.4,13487700
09/22/22,28,28,27.4,27.5,9561000
09/21/22,28,28,27.4,27.5,6238800
09/20/22,27.7,28,27.05,27.55,5351600
09/19/22,27.1,28,26.6,26.8,1335500
09/16/22,26.8,27,26.4,26.55,13486400
09/15/22,27.9,28,26.6,26.85,19525801
09/14/22,28.95,28.95,27.85,28.2,4601200
09/12/22,29,29,28.4,28.65,13162200
09/09/22,29.95,29.95,28.8,29.25,3144600
09/08/22,30,30,29.7,29.9,3071200
09/07/22,30.9,30.9,29.5,29.85,4653700
09/06/22,30.6,31.85,30.15,31.05,7397300
09/05/22,28,30.6,28,29.05,4281700
09/02/22,28,29.8,27.95,28.05,7760900
09/01/22,28.5,28.5,27.75,27.85,14308900
08/31/22,28.5,28.5,27.5,27.95,12171700
08/30/22,29,29,28.1,28.2,5198300
08/29/22,28.05,29,28,28.25,1756700
08/26/22,28.45,29,28,28.05,4559100
08/25/22,29,29,28,28.45,1614000
08/24/22,29.5,29.8,28.05,29.1,3560300
08/23/22,29.85,30,29.15,29.8,2585600
08/22/22,31.3,31.3,29.8,30.1,3324700
08/19/22,31.1,31.3,30.7,31.25,6192400
08/18/22,31,31.15,30.5,31.05,1947200
08/17/22,31,31.8,30.9,31.1,7573100
08/16/22,31.1,31.5,31,31.1,2411300
08/15/22,31,31.8,30.9,31.15,5086300
08/12/22,31.95,31.95,30.85,31.15,1332600
08/11/22,31.5,32.5,31.1,31.8,2415600
08/10/22,30.5,31.1,30,30.45,2025600
08/08/22,30.5,30.6,29.95,30,12711700
08/05/22,30.4,30.5,30,30.1,1242900
08/04/22,29.75,30.45,29.6,30,4305000
08/03/22,29.6,30,29.55,29.6,6899200
08/02/22,29.95,30.1,29.5,29.75,8482600
08/01/22,29,30,28.8,29.15,3002100
07/29/22,30.4,30.4,29.5,29.95,1843600
07/28/22,30,30.4,29.9,30,3515200
07/27/22,29.5,29.95,29,29.55,568100
07/26/22,29.2,29.5,28.9,29,2508100
07/25/22,29.5,30,29,29.5,2313900
07/22/22,29.75,30,28.95,29,6648900
07/21/22,28.95,29.5,28.2,28.55,3783100
07/20/22,29,29,28,28.15,8901200
07/19/22,29.8,29.8,28.5,28.9,2678200
07/18/22,31,31.7,29,30,3273000
07/15/22,32.95,33,29.5,31.45,2575700
07/14/22,30.5,32.5,30.25,32.05,2795900
07/13/22,30,30.5,29.95,30,6032300
07/12/22,29,30,28.35,29.5,9781300
07/08/22,28,28.7,28,28.2,4897700
07/07/22,28,28,27.8,27.95,6109800
07/06/22,27.95,28.7,27.5,27.75,11302300
07/05/22,27.55,28,27.2,27.6,18317400
07/04/22,25.95,27.55,25.95,26.55,7884000
07/01/22,25,26.45,24.9,25.05,15171700
06/30/22,25.25,26.5,24.5,24.95,8554700
06/29/22,24,25.5,23.5,24.9,1840500
06/28/22,23.3,24,23.15,23.35,4773300
06/27/22,24,24,23,23.15,4577100
06/24/22,23.6,24,23,23.1,36145199
06/23/22,23.8,23.8,23.35,23.5,502800
06/22/22,24,24,23.3,23.45,30606100
06/21/22,24.5,24.9,23.75,24,15713500
06/20/22,24.5,24.9,24.2,24.35,801800
06/17/22,25,25.5,24.1,24.3,18296801
06/16/22,25.5,25.8,24.5,25.05,4425700
06/15/22,26.4,26.7,25.45,25.7,18507900
06/14/22,26.5,27.3,26.2,26.35,5509800
06/13/22,27.4,27.4,26.4,26.5,16953301
06/10/22,27.8,28,26.6,26.7,12130500
06/09/22,26.95,27.9,26.55,26.6,11001700
06/08/22,26.75,27,26.35,26.45,10383400
06/07/22,26.75,26.85,26.3,26.4,10187100
06/06/22,26.85,27.05,26.3,26.35,5323200
06/03/22,26.45,26.85,26.05,26.2,7264000
06/02/22,26.25,26.4,25.95,26,7618600
05/31/22,26.3,26.45,25.95,26,20079900
05/30/22,26.8,26.8,26,26.25,2565300
05/27/22,26.95,27,26.3,26.45,5134300
05/26/22,26.75,27.25,26.55,26.85,15557000
05/25/22,27,27,26.5,26.55,7833200
05/24/22,26.5,26.9,25.5,26.35,20684199
05/23/22,27.7,28,26.05,26.65,5713100
05/20/22,28.5,28.5,27.5,27.8,2596200
05/19/22,29.45,29.45,27.5,28.05,3844600
05/18/22,30.5,30.5,28,29.45,6899300
05/17/22,30.3,30.55,30.1,30.45,5200100
05/16/22,31,31,30.1,30.3,12643600
05/13/22,31.8,31.8,30,30.2,2640500
05/12/22,32.95,33.2,31,31.85,4952400
05/11/22,32.5,33,32.3,32.4,9180000
05/10/22,32.25,32.95,32,32.25,11056900
05/09/22,32,32.5,32,32.2,22141100
05/06/22,32.85,33,31.5,32,19178801
05/05/22,33.4,33.45,32,32.95,382700
05/04/22,33.7,34,33.2,33.5,10003100
04/28/22,33.9,33.9,33.5,33.7,3389800
04/27/22,34,34,33.5,33.8,2155100
04/26/22,34,34,33.25,33.85,3325700
04/25/22,35,35,33.9,34,2071900
04/22/22,34.5,35,34,34.2,2441600
04/21/22,35.1,35.45,34.5,34.75,15472200
04/20/22,35,35.5,35,35.05,2113100
04/19/22,35.35,35.5,34.9,35,16557301
04/14/22,35.5,35.9,35,35.3,942000
04/13/22,35,35.9,35,35.45,9471400
04/12/22,34.2,35.05,34,34.7,16427400
04/11/22,35,35,34,34.1,654600
04/08/22,35.1,35.1,34.7,35,1899000
04/07/22,35.4,35.4,34.9,35.05,4939800
04/06/22,35.4,35.5,34.9,35.1,2546600
04/05/22,35.35,35.8,35.3,35.45,2668200
04/04/22,34.95,36,34.85,35.35,3006000
04/01/22,33.9,35.05,33.9,34.5,12740700
03/31/22,34.75,34.85,33.5,34.15,6621600
03/30/22,35.45,35.5,34.55,35.05,4293000
03/29/22,35.4,35.5,35.2,35.4,1759300
03/28/22,35.5,35.7,35.1,35.4,4134200
03/25/22,35.95,36.05,35.5,35.95,1192700
03/24/22,35.95,35.95,35,35.5,2465300
03/23/22,36.15,36.15,35.6,35.95,5695100
03/22/22,36,37,34.3,36.15,4567700
03/21/22,34.95,35.95,34.95,35.5,2363700
03/18/22,34.95,35.4,34.25,34.5,2834500
03/17/22,35.25,35.5,34.5,34.95,7984300
03/16/22,35.5,35.5,34.9,35.4,5152100
03/15/22,35.6,36.8,35.3,35.65,3006700
03/14/22,35.6,35.6,35.3,35.5,2714200
03/11/22,35.2,36,35.2,35.5,1807600
03/10/22,35.1,35.5,34.8,35.05,9826100
03/09/22,36.05,36.05,34.9,35.1,5545700
03/08/22,36.45,37,35,36.05,10434800
03/07/22,37.4,37.5,36.25,36.7,1753300
03/04/22,37.5,37.7,37.4,37.5,7450400
03/03/22,37.35,37.75,37,37.5,5712100
03/02/22,36.5,37.5,36.3,37,10535600
03/01/22,35.7,36.8,35.7,36.15,1549700
02/28/22,36.7,36.75,35.7,35.95,11298700
02/25/22,35.1,36.5,35.05,35.65,10821100
02/24/22,36,36.45,34.05,34.55,18336199
02/23/22,37.8,37.8,35.65,36.6,2530300
02/22/22,37.9,38.05,37,37.85,6843800
02/21/22,37.95,38,37.9,37.95,1566100
02/18/22,38,38,37.75,37.95,2057900
02/17/22,38,38.1,37.7,37.95,6805600
02/16/22,37.35,38.3,37.35,37.65,6751700
02/15/22,38,38.5,37,37.35,11463100
02/14/22,38.5,38.6,37.5,38.1,2071100
02/11/22,38.5,38.7,38.05,38.5,413900
02/10/22,38.7,38.95,38.5,38.7,14587600
02/09/22,38.6,38.8,38.05,38.3,5454100
02/08/22,38.05,40,38.05,38.9,15629900
02/07/22,38,38.5,37.9,38.05,2911600
02/04/22,38,38.5,37.85,38,1182300
02/03/22,37.8,38.2,37.8,37.8,20020301
02/02/22,37.5,38.4,37.1,37.6,5128600
02/01/22,37,38,36.8,37.5,1874300
01/31/22,36.5,37.5,36.5,36.9,2867800
01/28/22,35.85,37.45,35.8,36.2,11041100
01/27/22,36.25,36.8,35.7,35.9,2088100
01/26/22,36.5,36.6,35.55,35.95,7084400
01/25/22,37.2,37.3,36.05,36.55,7909100
01/24/22,37.65,37.65,37,37.3,3478500
01/21/22,37.5,37.6,37.2,37.45,4757900
01/20/22,37,37.75,37,37.55,3168800
01/19/22,37.5,37.5,36.6,37,10997900
01/18/22,37.95,37.95,37.3,37.55,1004400
01/17/22,37.85,37.95,37.5,37.65,4225900
01/14/22,37.9,38,37.75,37.85,2009000
01/13/22,38,38,37.8,37.95,2428200
01/12/22,38.2,38.3,37.75,38,5913400
01/11/22,38.5,38.65,38.2,38.45,7366200
01/10/22,39.45,39.5,38.25,38.5,4630700
01/07/22,40,40,38.9,39.9,4576700
01/06/22,40,40.1,39.55,40,5136500
01/05/22,39,40,39,39.55,6747300
01/04/22,38.75,39.5,38.65,39.05,4115300
01/03/22,38,38.65,37.8,38.15,9414200
12/31/21,37.15,38,37.15,37.95,6797900
12/30/21,38.3,38.3,37.1,37.65,1352500
12/29/21,39.55,39.55,38.05,38.75,330800
12/28/21,40.1,40.1,38,39.35,1047800
12/24/21,39.55,40.1,39.55,40,4242200
12/23/21,39.5,40.25,39.05,39.95,7033100
12/22/21,38.45,39,38.2,38.65,5159400
12/21/21,37.95,38.45,37.8,38.05,4404400
12/20/21,37.9,38.5,37.75,38,9517100
12/17/21,38,38,37.7,37.95,2245600
12/16/21,37.8,38,37.65,37.75,6317300
12/15/21,37.4,37.9,37.4,37.7,9682800
12/14/21,38,38.2,37.3,37.75,9801200
12/10/21,37.9,38,37.6,37.8,7431200
12/09/21,36.65,37.55,36.5,36.95,12216600
12/08/21,37,37,36.5,36.6,10120600
12/07/21,36.9,36.95,36,36.5,12844300
12/06/21,37.05,37.2,36.5,36.95,5032000
12/03/21,37.85,37.85,36.8,37.05,6319400
12/02/21,38,38.45,37.5,37.9,9865300
12/01/21,37.95,38.25,37.6,37.9,11304200
11/30/21,38,38.15,37.55,37.95,15651000
11/29/21,38,38.5,37,38.05,8976600
11/26/21,37.5,38.5,37.05,38,62798301
11/25/21,36.5,37.5,36.5,37,24867699
11/24/21,38,38,36.6,36.95,15040900
11/23/21,37.95,38.25,36.75,37.55,6190100
11/22/21,38.8,39,36.05,37.95,3760000
11/19/21,39.7,39.7,38.55,39.25,16376700
11/18/21,39.85,39.95,39.6,39.7,2667100
11/17/21,40,40.1,39.55,39.85,6123300
11/16/21,40.2,40.2,40,40.05,744000
11/15/21,40.2,40.3,39.85,40.05,7309400
11/12/21,40.35,40.5,40,40.2,6007400
11/11/21,40.05,40.6,40,40.5,15630100
11/10/21,40.1,40.9,40.05,40.5,8330900
11/09/21,40,40.35,39.9,40.1,15943500
11/08/21,40.15,40.7,39.9,40.05,2162200
11/05/21,40.8,40.8,39.5,40.2,4074300
11/04/21,41.45,41.5,40.5,41.05,4115800
11/03/21,41.5,41.8,41.25,41.6,8129600
11/02/21,41.5,42,41.5,41.65,3619800
11/01/21,42.7,42.75,41.6,41.95,2655400
10/29/21,42.5,43,42.1,42.8,4171800
10/28/21,42.2,43.1,42,42.85,3650300
10/27/21,42.2,42.2,41.85,42,3569600
10/26/21,41.8,42.2,41.5,42.05,1093400
10/25/21,42.5,42.95,41.7,42.35,9908300
10/22/21,42.5,43.1,42.25,42.95,2725100
10/21/21,42.5,42.85,42.4,42.5,9642700
10/19/21,43,43,42,42.15,6477500
10/18/21,43,43.2,42.3,42.9,5229800
10/15/21,42.55,43.55,42.5,43.1,11272800
10/14/21,42,42.55,41.85,42.45,2458200
10/13/21,42.1,42.35,41.65,42,482500
10/12/21,41.65,42.2,41.6,41.85,10915100
10/08/21,42,42.35,41.55,41.65,22194199
10/07/21,42.95,42.95,42.05,42.35,2423000
10/06/21,43.5,43.5,42.5,42.95,13218200
10/05/21,43.6,43.7,42.65,42.95,6028700
10/04/21,44,44,43,43.6,5958000
10/01/21,42,44,42,43.2,2299500
09/30/21,41.65,42.75,41.3,42.1,6713400
09/29/21,41.6,42.5,41.15,41.65,3495900
09/28/21,41.8,41.85,41.4,41.55,2098200
09/27/21,41.95,42.05,41.7,41.85,7587400
09/24/21,41.8,42,41.75,41.8,1225100
09/23/21,42,42.4,41.8,41.95,7496400
09/22/21,41.65,42,41.65,41.85,7928200
09/21/21,42.65,43,41.5,41.8,11426100
09/20/21,43.15,43.5,42.45,42.9,1645900
09/17/21,42.6,43.9,42.6,43.2,3732700
09/16/21,42.5,43,42.5,42.65,9420400
09/15/21,42.35,43,42.35,42.45,6201000
09/14/21,42.35,43,42.2,42.45,5672500
09/13/21,42.5,42.8,42.25,42.4,9208200
09/10/21,42.2,42.55,42,42.5,4192100
09/09/21,42.1,42.6,42.1,42.5,7335800
09/08/21,41.95,42.15,41.8,42,5013700
09/07/21,41.5,42,41.4,41.6,5436400
09/06/21,42.15,42.4,41.8,42.15,2349500
09/03/21,42.45,42.45,42,42.15,2360600
09/02/21,42.6,42.6,42.25,42.45,1743000
09/01/21,42.4,42.95,42,42.6,6425500
08/31/21,43.6,44,42.05,42.6,6505200
08/30/21,44.3,44.3,43.6,43.7,614400
08/27/21,44.3,44.9,43.65,44.35,1947700
08/26/21,44.3,45,44,44.45,8272700
08/25/21,44.95,44.95,44,44.6,6118200
08/24/21,44.45,45,44,44.95,2803400
08/23/21,44.3,45.25,44,44.95,7715500
08/20/21,43.85,44.75,43.6,44.45,5049400
08/19/21,44.2,44.2,43.6,43.85,25494801
08/18/21,45,45,43.65,44.2,4263100
08/17/21,43.65,45.25,43.6,44.9,11965700
08/16/21,43.2,44.25,43,43.6,5818000
08/13/21,43.2,43.25,42.85,43,509200
08/12/21,43.1,43.2,42.7,43,1311600
08/11/21,42.95,43,42.5,42.95,7164800
08/10/21,43,43.2,42.7,42.95,3824400
08/09/21,42.1,43.2,42,42.95,15584900
08/06/21,41.3,42.75,41.3,42.1,3268000
08/05/21,41.1,41.65,41.1,41.25,7336300
08/04/21,41.05,41.2,41.05,41.1,752200
08/03/21,41.3,41.3,41,41.05,3433600
08/02/21,41.5,41.55,41,41.4,3375700
07/30/21,42,42.35,41.75,41.95,9102400
07/29/21,41.55,42.15,41.55,41.9,3728700
07/28/21,42,42.55,41.3,41.75,3179300
07/27/21,42.75,42.8,41.1,41.8,3433400
07/26/21,43,43,42.55,42.8,754600
07/23/21,42.8,43,42.55,42.8,6664300
07/22/21,42.95,42.95,42.5,42.8,4880100
07/21/21,42.5,42.9,42.5,42.8,8159300
07/19/21,42.9,42.9,41.75,42.6,5471700
07/16/21,42.9,42.9,42.3,42.6,7553700
07/15/21,42.2,42.95,41.55,42.6,3754200
07/14/21,41.5,42.4,41.2,41.75,1736900
07/13/21,41,41.5,40.7,41.2,6093200
07/12/21,41.3,41.4,40.65,41.15,1212400
07/09/21,41.2,41.45,41.2,41.25,4145900
07/08/21,41.4,41.5,41.05,41.4,2191900
07/07/21,42,42,41,41.4,6559400
07/06/21,41.4,41.5,41.2,41.3,8916600
07/05/21,41.3,41.5,41.25,41.4,3303100
07/02/21,41.25,42,41.2,41.35,10369000
07/01/21,41.75,42.45,41.25,42,6616500
06/30/21,41,42,41,41.45,1567300
06/29/21,40.9,41.75,40.55,40.85,5822600
06/28/21,41,41,40.45,40.7,5135400
06/25/21,41,41.25,40.5,40.75,7035700
06/24/21,41.25,41.25,40.8,40.95,9055800
06/23/21,41,41.3,41,41.15,5347200
06/22/21,41.5,41.5,41.05,41.3,18738600
06/21/21,41.25,41.4,41,41.3,2453100
06/18/21,41.9,41.95,41.05,41.25,12133300
06/17/21,41.9,41.95,41.25,41.6,1814900
06/16/21,41.45,42.2,41.45,41.95,9027100
06/15/21,41.5,42,41.3,41.6,4987800
06/14/21,41.25,41.7,41.25,41.45,805800
06/11/21,41.3,41.8,41,41.25,20279400
06/10/21,41,41.55,41,41.25,6835900
06/09/21,41.05,41.5,41,41,12544200
06/08/21,40.6,41.2,40.6,40.95,1140500
06/07/21,40.55,41,40.5,40.55,3101100
06/04/21,41.1,41.1,40.2,40.5,1004200
06/03/21,41.3,41.75,40.5,41,4545100
06/02/21,41.85,41.85,40.3,41.1,5847500
05/31/21,41.8,41.8,40,40.85,1955700
05/28/21,40.5,42.2,40,41.85,14150900
05/27/21,41.9,41.9,39.25,40.35,13876200
05/26/21,42.75,42.8,41.1,41.8,6141500
05/25/21,42.5,43.1,42.05,42.75,19488900
05/24/21,40.85,43.45,40.85,41.75,8560800
05/21/21,39.45,40.1,39.05,39.5,10058400
05/20/21,39,39.95,38.1,38.9,3253700
05/19/21,38.3,39,37.8,38.05,20924500
05/18/21,39,39,38.1,38.35,7811900
05/17/21,39.4,39.5,38.65,39,24876500
05/13/21,39.9,39.9,39,39.4,2321100
05/12/21,40.05,40.55,39.6,40.1,5833200
05/11/21,40.8,40.95,40,40.6,12185800
05/10/21,40.65,41.25,40.65,40.85,3927500
05/07/21,40.7,40.9,40.65,40.8,15341400
05/06/21,40.5,40.85,40.3,40.65,10568600
05/05/21,40.55,40.75,40.45,40.5,4582700
05/04/21,40.55,41,40.45,40.75,9132400
05/03/21,40.5,41,40.3,40.5,3331500
04/30/21,40.25,40.65,40,40.35,10465400
04/29/21,40.5,41,40,40.35,10140200
04/28/21,39,40.2,39,39.9,11071200
04/27/21,39,39.6,39,39.35,10080800
04/26/21,38.5,39.2,38.4,39,6809000
04/23/21,39.1,39.1,38,38.8,2854800
04/22/21,38.8,39.25,38.8,39.1,2293400
